combined_station;total_chla_5_0;total_chla_8_35;total_chla_13_92;total_chla_23_23;total_chla_38_75;total_chla_64_63;total_chla_107_81;total_chla_179_85;total_chla_300_0;DVchla_5_0;DVchla_8_35;DVchla_13_92;DVchla_23_23;DVchla_38_75;DVchla_64_63;DVchla_107_81;DVchla_179_85;DVchla_300_0;X19hex_5_0;X19hex_8_35;X19hex_13_92;X19hex_23_23;X19hex_38_75;X19hex_64_63;X19hex_107_81;X19hex_179_85;X19hex_300_0;fucox_5_0;fucox_8_35;fucox_13_92;fucox_23_23;fucox_38_75;fucox_64_63;fucox_107_81;fucox_179_85;fucox_300_0;perid_5_0;perid_8_35;perid_13_92;perid_23_23;perid_38_75;perid_64_63;perid_107_81;perid_179_85;perid_300_0;zeax_5_0;zeax_8_35;zeax_13_92;zeax_23_23;zeax_38_75;zeax_64_63;zeax_107_81;zeax_179_85;zeax_300_0;long_sat;lat_sat;chla_sat;sst;RRS490;RRS555;RRS443;RRS412;KD490;KDPAR;PAR;ZEU;ZHL;sin_day;cos_day;sin_long;cos_long;day;month;year
combined_station_3276;;;0.51879;0.53274;0.6529699999999999;0.51722;0.11566500000000003;0.0325;;;;0.032490000000000005;0.02964;0.03427;0.025419999999999998;0.002715;0.0028;;;;0.12447;0.15637;0.23807;0.19239333333333333;0.042685;0.00212;;;;0.02044;0.02683;0.034710000000000005;0.0296;0.0193;0.00114;;;;0.01471;0.02275;0.040080000000000005;0.025005;0.002545;0.0;;;;;;;0.05;0.00878;0.00242;;-52.18732924;-37.83333742;;;;;;;;;;;;-0.961129783872301;0.276096973097468;0.7900194508172974;-0.6130817786644257;16;10;1996
combined_station_3279;;0.6315;0.274;0.6179999999999999;0.528;0.1235;0.0325;0.005;0.008;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.24024;0.20553;;0.056185;0.01336;0.00265;0.00255;;0.03562;0.02954;0.048645;0.07435;0.0269;0.005024999999999999;0.0;0.00147;;0.01734;0.016880000000000003;0.03621;0.0;0.00995;0.0065650000000000005;0.0;0.0;;0.043050000000000005;0.06873;0.04701;0.00902;0.0;0.0;0.0;0.0;-51.93732924;-37.70833742;0.487437025;14.47333333;0.004752929;0.002828653;0.005026669;0.005299833;0.073229745;0.113608778;51.51045799;44.38976097;17.80244446;-0.965739937654855;0.25951179706979943;0.7873368649843643;-0.6165230417726436;16;10;1998
combined_station_328;0.049;;;;0.05;0.067;0.10099999999999999;0.213;0.0415;0.018000000000000002;;;;0.017;0.019;0.034;0.078;0.01;0.009000000000000001;;;;0.01;0.013;0.025;0.059;0.024;0.003;;;;0.0;0.004;0.006999999999999999;0.006;0.0;0.0;;;;0.0;0.0;0.002;0.0015;0.0;0.045;;;;0.046;0.062;0.0595;0.04375;0.002;-150.0206657;-16.00000339;;;;;;;;;;;;-0.5947266869607633;0.8039279618328213;0.4996876055374326;0.8662056897020864;24;11;1990
combined_station_3280;1.3825;1.411;1.4429;1.3122;1.4288500000000002;0.6266;0.16565000000000002;0.1487;0.1026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.16589;0.050730000000000004;0.03968;0.028210000000000002;0.1035;0.09935;0.1333;0.10017;0.115565;0.05006;0.01335;0.01043;0.008759999999999999;0.01309;0.01874;0.01982;0.019;0.018619999999999998;0.00571;0.006005;0.0;0.0;0.0137;0.012320000000000001;0.01274;0.01192;0.00972;0.00351;0.0;0.00149;0.0;-51.89566257;-38.83333746;;22.75;;;;;;;33.54657364;;;-0.9778483415056569;0.209314645963048;0.7868883085885072;-0.6170954462696336;13;10;1997
combined_station_329;;;;0.053;;0.079;0.14750000000000002;0.247;0.0485;;;;0.023;;0.037000000000000005;0.076;0.04;0.0125;;;;0.01;;0.018000000000000002;0.038;0.059333333333333335;0.023;;;;0.003;;0.002;0.004;0.007333333333333334;0.001;;;;0.003;;0.003;0.005;0.0026666666666666666;0.0;;;;0.063;;0.07;0.0685;0.042;0.0035;-150.0206657;-15.00000336;;;;;;;;;;;;-0.8311706263658084;0.5560174366570438;0.4996876055374326;0.8662056897020864;4;11;1990
combined_station_3295;0.316;0.293;0.342;0.562;0.6930000000000001;0.3955;0.029;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.09768;0.08004;0.13054000000000002;0.18224;0.24360500000000002;0.07478499999999999;0.00821;;0.0;0.10056;0.05751000000000001;0.14007999999999998;0.13054000000000002;0.2331;0.108675;0.00232;;0.0;0.0;0.0;0.0;0.0334;;0.009165;0.0;;0.0;0.0306;0.07761;0.043910000000000005;0.03331;0.0;0.0;0.0;;;-49.6456625;-35.75000402;0.277047724;10.77666667;0.0044774409999999995;0.00181437;0.004578191;0.004575643;0.055103670999999986;0.092701346;50.64915657;56.05973434;21.57502365;-0.9700639218515072;0.24284972209593494;0.7620545919025945;-0.6475127789937201;15;10;1998
combined_station_3296;;0.7031000000000001;0.6434;0.67603;0.7460399999999999;0.3385066666666667;0.0377;0.0391;;;0.0287;0.027600000000000003;0.04373;0.03416;0.01450666666666667;0.0;0.0;;;0.27697000000000005;0.24914;0.21408000000000002;0.24537;0.11267333333333332;0.01589;0.00413;;;0.03561;0.02713;0.042;0.047189999999999996;0.03126333333333333;0.00405;0.00202;;;0.01853;0.013619999999999998;0.033260000000000005;0.0239;0.010016666666666669;0.00244;0.0;;;;;;;0.029496666666666668;0.00195;0.0009699999999999999;;-49.60399583;-35.70833736;;;;;;;;;;;;-0.965739937654855;0.25951179706979943;0.7615835058193146;-0.648066789508583;15;10;1996
combined_station_3299;;;0.11997;;0.11625;0.213955;0.110395;0.0063;;;;0.04197;;0.03465;0.064805;0.024995;0.0;;;;0.02587;;0.03261;0.050645;0.03026;0.00161;;;;0.00907;;0.010490000000000001;0.008055;0.0073399999999999984;0.00042;;;;0.00433;;0.0044;0.011125;0.01719;0.00315;;;;0.056770000000000015;;0.060370000000000014;0.01644;0.0029;0.0333;;-49.31232915;-35.08333734;0.167180747;18.10333333;0.004851808;0.0014663120000000002;0.005522239;0.006082145;0.043632556;0.076903082;31.22666868;69.82730103;26.00689316;0.9760105506323683;-0.21772323039653177;0.7582746399575776;-0.6519352501569509;13;4;2000
combined_station_330;0.076;;0.061;;0.105;0.126;0.2296666666666667;0.22;0.06000000000000001;0.041;;0.032;;0.053;0.07200000000000001;0.11833333333333332;0.10400000000000001;0.018000000000000002;0.019;;0.014;;0.031;0.028;0.07433333333333332;0.065;0.0285;0.0;;0.0;;0.0;0.003;0.007333333333333333;0.006666666666666667;0.0015;0.0;;0.0;;0.004;0.005;0.008666666666666668;0.0030000000000000005;0.0;0.067;;0.057;;0.08;0.07400000000000001;0.06666666666666668;0.035666666666666666;0.0075000000000000015;-150.0206657;-13.000003300000001;;;;;;;;;;;;-0.8214765533024145;0.5702422926917867;0.4996876055374326;0.8662056897020864;5;11;1990
combined_station_3304;;0.32700999999999997;;0.50183;0.67445;0.7747200000000001;0.08288;0.00535;0.0;;0.02201;;0.03073;0.04675;0.03392;0.008230000000000001;0.0;0.0;;0.032780000000000004;;0.062409999999999986;0.09593;0.088545;0.018675;0.000585;0.0;;0.07708;;0.13538;0.15905999999999998;0.20053;0.012055;0.00091;0.001295;;0.00102;;0.00223;0.00385;0.007015;0.00116;0.00064;0.0;;0.02346;;0.0239;0.02924;0.016774999999999998;0.004039999999999999;0.0;0.0;-48.8539958;-35.50000402;;17.55;;;;;;;39.63391113;;;-0.9813064702716093;0.19245158197082995;0.7530353265903701;-0.6579800885337903;12;10;1997
combined_station_331;;;;;0.091;0.153;0.235;0.07200000000000001;0.016;;;;;0.057;0.092;0.11266666666666665;0.021;0.001;;;;;0.014;0.029;0.08133333333333333;0.028999999999999998;0.01;;;;;0.0;0.002;0.005;0.002;0.0;;;;;0.002;0.004;0.005333333333333333;0.0005;0.0;;;;;0.076;0.075;0.04933333333333333;0.007000000000000001;0.0005;-150.0206657;-11.54166992;;;;;;;;;;;;-0.8115390590073611;0.5842981736283683;0.4996876055374326;0.8662056897020864;6;11;1990
combined_station_332;0.126;;;0.128;0.128;0.156;0.26133333333333336;0.11166666666666668;0.012;0.057;;;0.059;0.063;0.07600000000000001;0.12333333333333335;0.043333333333333335;0.0;0.029;;;0.038;0.032;0.051;0.08900000000000001;0.043;0.01;0.006;;;0.006999999999999999;0.004;0.0065;0.009000000000000001;0.004666666666666667;0.0;0.006;;;0.006;0.005;0.006;0.011;0.0013333333333333333;0.0;;;;;;0.092;0.06533333333333334;0.014666666666666668;0.0;-150.0206657;-10.000003199999998;;;;;;;;;;;;-0.8013610881746764;0.5981809144059166;0.4996876055374326;0.8662056897020864;7;11;1990
combined_station_3328;;0.08025;0.06866;;0.11068;0.21971;0.3795075;0.06333000000000001;0.0;;0.01391666666666667;0.016659999999999998;;0.01668;0.07571;0.07800750000000001;0.00433;0.0;;0.01548666666666667;0.01393;;0.02899;0.05718;0.10630250000000001;0.02062;0.0;;0.008803333333333335;0.00719;;0.0128;0.011179999999999999;0.0167275;0.005595;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.04099;0.04294;;0.05726000000000001;0.040619999999999996;0.02361;0.010255;0.08872000000000001;-46.6456624;-32.75000393;0.099320181;18.28333333;0.005154144;0.00130762;0.006654889000000001;0.007387965;0.035943553;0.06423377200000001;47.45615133;84.78421402;31.15246773;-0.9741004551724206;0.22611568550828803;0.7271220209029292;-0.6865082422797559;14;10;1998
combined_station_333;;0.125;;0.129;0.14400000000000002;0.1765;0.2393333333333333;0.08733333333333332;;;0.048;;0.049;0.056;0.07050000000000001;0.102;0.029666666666666664;;;0.042;;0.049;0.053;0.0645;0.06999999999999999;0.030333333333333337;;;0.006;;0.006;0.006;0.009000000000000001;0.007666666666666665;0.0023333333333333327;;;0.006;;0.006;0.006999999999999999;0.0085;0.007666666666666665;0.0016666666666666668;;;;;;;0.079;0.05000000000000001;0.009666666666666669;;-150.0206657;-8.458336484;;;;;;;;;;;;-0.7909456567567774;0.6118864012687242;0.4996876055374326;0.8662056897020864;8;11;1990
combined_station_334;0.16699999999999998;;;0.165;0.161;0.258;0.261;0.08566666666666667;0.013;0.07;;;0.067;0.069;0.109;0.09699999999999999;0.024333333333333332;0.0;0.043;;;0.056;0.058;0.081;0.09700000000000003;0.033;0.006;0.01;;;0.009000000000000001;0.008;0.011;0.008666666666666668;0.0023333333333333327;0.0;0.006999999999999999;;;0.006999999999999999;0.01;0.0095;0.005;0.0030000000000000005;0.0;;;;;;0.079;0.049000000000000016;0.007666666666666665;0.0;-150.0206657;-7.000003104;;;;;;;;;;;;-0.7802958510707755;0.6254105729852464;0.4996876055374326;0.8662056897020864;9;11;1990
combined_station_3341;;0.4632600000000001;;0.32101999999999997;;0.38431666666666653;0.10363499999999999;0.04297;;;0.09326;;0.05882;;0.07315;0.013585;0.007419999999999999;;;0.10914;;0.10157;;0.12804000000000001;0.04438;0.015645;;;0.02529;;0.0332;;0.026036666666666663;0.008884999999999999;0.0040149999999999995;;;0.01015;;0.02209;;0.009023333333333331;0.0009699999999999999;0.0;;;0.0761;;0.056170000000000005;;0.052846666666666674;0.00937;0.006489999999999999;;-46.10399572;-32.7916706;;;;;;;;;;;;-0.9700639218515072;0.24284972209593494;0.7205994667106983;-0.693351576457613;14;10;1996
combined_station_335;;;;0.104;0.131;0.2465;0.2896666666666667;0.08366666666666668;0.035;;;;0.038;0.048;0.1055;0.127;0.02866666666666667;0.008;;;;0.034;0.058;0.08399999999999999;0.10433333333333332;0.032;0.016;;;;0.008;0.009000000000000001;0.0105;0.008;0.0030000000000000005;0.0;;;;0.005;0.008;0.013999999999999999;0.009666666666666669;0.001;0.0;;;;0.07400000000000001;0.08;0.07949999999999999;0.05966666666666667;0.007333333333333334;0.001;-150.0206657;-5.541669724;;;;;;;;;;;;-0.7694148268839381;0.6387494220515268;0.4996876055374326;0.8662056897020864;10;11;1990
combined_station_3350;;0.21439;0.17517500000000005;0.28198;0.1967;0.061770000000000005;0.142355;;;;0.008289999999999999;0.008425;0.01028;0.007033333333333332;0.00277;0.004355;;;;0.11545;0.07655500000000001;0.12937;0.09308;0.022625;0.064445;;;;0.01568;0.011955;0.0172;0.013379999999999998;0.004865;0.00909;;;;0.01175;0.007305;0.01401;0.009963333333333331;0.001895;0.005849999999999999;;;;0.0197;0.01138;0.01815;0.00891;0.011995;0.00015;;;-45.31232902;-43.2083376;0.29852592899999997;12.88;0.004302847;0.0023369529999999997;0.0047889609999999996;0.005480385999999999;0.06835378;0.108407266;16.7108016;46.53083801;18.51890564;0.705583610107178;-0.7086266782644596;0.7109508152893432;-0.7032417352798526;17;5;2003
combined_station_336;0.124;;;0.131;0.177;0.248;0.2966666666666667;0.096;0.039;0.043;;;0.044;0.065;0.1025;0.121;0.03166666666666667;0.008;0.05;;;0.053;0.069;0.0785;0.09933333333333333;0.040999999999999995;0.021;0.013;;;0.011;0.009000000000000001;0.0115;0.011;0.0023333333333333327;0.003;0.009000000000000001;;;0.006999999999999999;0.012;0.013999999999999999;0.010333333333333332;0.0013333333333333333;0.0;0.076;;;0.08;0.092;0.079;0.06133333333333332;0.01;0.002;-150.0206657;-5.5000030560000015;;;;;;;;;;;;-0.7694148268839381;0.6387494220515268;0.4996876055374326;0.8662056897020864;10;11;1990
combined_station_3369;0.0;0.1063;0.16241;0.03688;;0.165995;0.274285;0.20529;0.026;;0.0333;0.04541;0.01188;;0.066495;0.11578499999999999;0.061623333333333336;0.0;;0.01339;0.03478;0.00635;;0.036160000000000005;0.0902;0.06393;0.01705;;0.0;0.02664;0.006370000000000001;;0.012155;0.011309999999999999;0.008343333333333333;0.0;;0.0;0.0;0.0;;0.0031850000000000003;0.0;0.0;0.0;0.08678;0.04127;0.01462;0.051789999999999996;;0.06341000000000001;0.03798;0.010353333333333334;0.04757;-43.22899562;-29.58333716;0.094805826;14.52333333;0.006161896;0.0017991220000000004;0.008440298;0.010021341;0.03773598;0.067413166;53.06455994;80.63393402;29.67055702;-0.9778483415056569;0.209314645963048;0.6849159267064391;-0.7286221059944995;13;10;1998
combined_station_337;0.162;;;0.158;0.166;0.2545;0.2696666666666667;0.115;0.038;0.058;;;0.055;0.059;0.067;0.11333333333333333;0.04;0.006999999999999999;0.06;;;0.055;0.062;0.083;0.10033333333333334;0.047000000000000014;0.019;0.011;;;0.009000000000000001;0.011;0.0135;0.009333333333333334;0.0036666666666666666;0.0;0.008;;;0.008;0.008;0.012;0.009333333333333334;0.0033333333333333327;0.0;0.085;;;0.08;0.084;0.0875;0.049666666666666665;0.013333333333333334;0.002;-150.0206657;-5.00000304;;;;;;;;;;;;-0.6870527672236668;0.7266075247685657;0.4996876055374326;0.8662056897020864;17;11;1990
combined_station_3372;0.309;;;0.301;;0.335;0.3615;0.331;;0.0;;;0.0;;0.0;0.0;0.0;;0.081;;;0.08;;0.08800000000000001;0.095;0.086;;0.051;;;0.049;;0.058;0.0685;0.061;;0.009000000000000001;;;0.009000000000000001;;0.01;0.014;0.012;;0.012;;;0.011;;0.01;0.01;0.01;;-43.06232895;46.20833193;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6827935561223417;-0.7306113602441496;30;1;1997
combined_station_3375;;0.1145;;;0.11282;0.13952;0.5679625;0.117;;;0.0422;;;0.04402;0.05152;;0.0267;;;0.02184;;;0.02241;0.03575;0.1502325;0.046165000000000005;;;0.00839;;;0.00734;0.00691;0.025447499999999998;0.005935000000000001;;;0.00383;;;0.0;0.00418;0.0110575;0.0;;;0.060520000000000004;;;0.06419;0.04043;0.06729500000000001;0.0070399999999999985;;-42.93732895;-29.87500384;;;;;;;;;;;;-0.9741004551724206;0.22611568550828803;0.6811979857356182;-0.7320992447952235;13;10;1996
combined_station_3379;0.21;;;;0.208;0.205;0.2145;0.205;0.116;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.059;;;;0.061;0.06;0.061;0.059;0.033;0.027000000000000003;;;;0.028;0.028;0.03;0.029;0.015;0.002;;;;0.002;0.002;0.003;0.002;0.001;0.009000000000000001;;;;0.01;0.01;0.0105;0.009000000000000001;0.005;-42.52066227;46.16666526;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6758560440555632;-0.7370336543968428;30;1;1997
combined_station_338;;0.146;;0.149;0.196;0.305;0.25866666666666666;0.09033333333333332;0.011;;0.059;;0.061;0.08;0.125;0.121;0.03066666666666666;0.0;;0.044;;0.047;0.065;0.0915;0.09600000000000003;0.036000000000000004;0.011;;0.01;;0.009000000000000001;0.011;0.012;0.005;0.0023333333333333327;0.0;;0.008;;0.006;0.012;0.016;0.008333333333333333;0.0016666666666666668;0.0;;;;;;0.08800000000000001;0.04733333333333333;0.009000000000000001;0.0;-150.0206657;-4.0416696760000015;;;;;;;;;;;;-0.7583058084785625;0.6518989958787125;0.4996876055374326;0.8662056897020864;11;11;1990
combined_station_3383;;0.0;0.08177000000000001;0.0;0.07343000000000001;;0.14055499999999999;0.07876;0.01297;;;0.02877;;0.02643;;0.048055000000000014;0.02076;0.00594;;;0.02618;;0.019170000000000003;;0.039115;0.02266;0.01198;;;0.006860000000000001;;0.0064;;0.009885;0.006895;0.00535;;;0.0;;0.0;;0.0;0.0;0.0;;0.092;0.051;;0.045770000000000005;;0.019555;0.015315;0.01614;-42.27066226;-30.7083372;0.077284694;20.405;0.0053320830000000005;0.001339242;0.0076758780000000006;0.009085786;0.033394072000000004;0.05945242200000001;17.63480568;91.49049377;33.6403656;0.8359254794186372;-0.548842958284719;0.6726337044765859;-0.739975607437235;5;5;1999
combined_station_3385;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.012240000000000001;;;-42.14566226;-41.04167086;0.370817959;10.88;;;;;;;15.22680092;;;0.6932812268869777;-0.7206671495538609;0.6710177286665274;-0.741441304362803;18;5;2003
combined_station_3390;;;0.529;0.65;0.516;;0.277;0.07400000000000001;;;;0.0;0.0;0.0;;0.0;0.0;;;;0.12966;0.14497000000000002;0.13037;;0.07045;0.0244;;;;0.05442;0.06228;0.05667000000000001;;0.03422;0.011640000000000001;;;;0.02998;0.03082;0.02805;;0.01423;0.004730000000000001;;;;0.01616;0.0086;0.00615;;0.00099;0.0;;-41.72899558;-41.16667086;0.250566125;;;;;;0.054132488;0.091458842;39.14255206;56.98075104;21.86797714;-0.9873494423939864;0.15855938510313475;0.6656081193989055;-0.7463014346698339;10;10;2003
combined_station_3397;0.094;;;;0.095;0.093;0.094;;0.08800000000000001;0.0;;;;0.0;0.0;0.0;;0.0;0.028;;;;0.03;0.028;0.03;;0.031;0.012;;;;0.012;0.013;0.012;;0.012;0.0;;;;0.0;0.0;0.0;;0.0;0.003;;;;0.003;0.003;0.003;;0.004;-41.14566222;48.12499866;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6579755938974541;-0.7530392538475618;30;1;1997
combined_station_3398;0.112;;;0.122;0.123;0.1205;0.126;;0.11;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.036000000000000004;;;0.039;0.04;0.039;0.04;;0.032;0.015;;;0.017;0.017;0.016;0.016;;0.013;0.002;;;0.002;0.002;0.0015;0.001;;0.001;0.005;;;0.005;0.006;0.005;0.005;;0.005;-41.10399556;45.41666524;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6574277944492959;-0.7535175479612497;30;1;1997
combined_station_340;;0.084;;;0.129;0.1635;0.29566666666666663;0.10333333333333332;0.01;;0.05;;;0.07200000000000001;0.0865;0.1175;0.037000000000000005;0.0;;0.015;;;0.022;0.052000000000000005;0.107;0.03766666666666667;0.006;;0.0;;;0.003;0.006;0.01;0.0030000000000000005;0.0;;0.0;;;0.004;0.006;0.008333333333333333;0.002;0.0;;0.08;;;;0.0815;0.053;0.012000000000000002;0.0;-149.978999;-11.50000325;;;;;;;;;;;;-0.8115390590073611;0.5842981736283683;0.5003173964093593;0.8658420773155806;6;11;1990
combined_station_3403;;0.30043000000000003;;0.32283;0.32145999999999997;0.32175;0.204875;0.03234;0.0;;0.08363;;0.08383;0.08866;0.08545;0.053625;0.01104;0.0;;0.06727000000000001;;0.07446;0.07415999999999999;0.07295;0.06250499999999999;0.01841;0.000455;;0.01017;;0.01302;0.01255;0.01124;0.01102;0.00182;0.0;;0.00207;;0.0019;0.00099;0.001105;0.001565;0.00081;0.0;;0.03847;;0.03799;0.04183;0.038435000000000004;0.02934;0.002545;0.0;-40.97899555;-27.708337100000005;;18.52;;;;;;;33.63588587;;;-0.9873494423939864;0.15855938510313475;0.6557823107871227;-0.7549500386507054;10;10;1997
combined_station_3409;0.141;;;;0.13699999999999998;0.136;0.16699999999999998;0.159;0.031;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.035;;;;0.035;0.034;0.044;0.043;0.008;0.018000000000000002;;;;0.018000000000000002;0.017;0.024;0.024;0.005;0.001;;;;0.002;0.001;0.002;0.002;0.0;0.004;;;;0.004;0.004;0.004;0.004;0.0;-40.520662200000004;48.29166533;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6497222262945637;-0.7601717099832351;30;1;1997
combined_station_341;;0.08199999999999999;;0.085;0.097;0.16399999999999998;0.24600000000000002;0.07733333333333334;0.008;;0.037000000000000005;;0.04;0.046;0.08;0.1235;0.032999999999999995;0.0;;0.016;;0.02;0.025;0.0465;0.07600000000000001;0.027000000000000003;0.006;;0.0;;0.002;0.002;0.0035;0.004333333333333334;0.0016666666666666668;0.0;;0.003;;0.003;0.005;0.008;0.006000000000000001;0.0006666666666666666;0.0;;0.073;;0.078;0.08;0.07550000000000001;0.057666666666666665;0.009000000000000001;0.0;-149.978999;-10.000003199999998;;;;;;;;;;;;-0.8013610881746764;0.5981809144059166;0.5003173964093593;0.8658420773155806;7;11;1990
combined_station_3411;0.194;;;0.2;0.184;0.159;0.123;;0.12;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.057;;;0.062;0.054000000000000006;0.0495;0.038;;0.038;0.027000000000000003;;;0.028;0.024;0.02;0.015;;0.016;0.003;;;0.003;0.003;0.0025;0.002;;0.003;0.006999999999999999;;;0.009000000000000001;0.006999999999999999;0.0065;0.005;;0.006;-40.43732887;45.3333319;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6486159145830019;-0.7611158882520164;30;1;1997
combined_station_3415;;;;;0.30175;0.15687;0.09295;0.016300000000000002;0.0043;;;;;0.01375;0.00957;0.005849999999999999;0.0;0.0;;;;;0.10774;0.051910000000000005;0.03453;0.00101;0.00066;;;;;0.015960000000000002;0.0076799999999999985;0.0056500000000000005;0.00033;0.00046;;;;;0.01703;0.00678;0.00193;0.00134;0.00049;;;;;0.01602;0.01056;0.00047999999999999996;0.0;0.01439;-40.35399553;-44.41667097;;;;;;;;;13.47875309;;;0.717676913675962;-0.6963762255968722;0.6475082306574933;-0.7620584565706245;16;5;2003
combined_station_3417;0.181;;;;0.17600000000000002;0.182;0.18;0.158;;0.0;;;;0.0;0.0;0.0;0.0;;0.053;;;;0.051;0.053;0.052000000000000005;0.042;;0.021;;;;0.023;0.025;0.023;0.016;;0.002;;;;0.005;0.002;0.0015;0.001;;0.008;;;;0.006999999999999999;0.009000000000000001;0.0075;0.006999999999999999;;-40.18732886;45.24999857;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6452887560716646;-0.763938754932281;30;1;1997
combined_station_3419;0.062;;;;0.056;0.058;0.063;;0.061;0.0;;;;0.0;0.0;0.0;;0.0;0.02;;;;0.017;0.02;0.022;;0.021;0.006999999999999999;;;;0.006;0.006;0.008;;0.006999999999999999;0.0;;;;0.0;0.0;0.0;;0.0;0.002;;;;0.002;0.002;0.002;;0.002;-40.10399552;48.54166534;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6441769699732488;-0.7648764811105674;30;1;1997
combined_station_342;;0.16699999999999998;;0.161;0.182;0.233;0.2463333333333333;0.09033333333333332;0.013;;0.068;;0.065;0.077;0.096;0.0965;0.03233333333333333;0.0;;0.054000000000000006;;0.054000000000000006;0.06;0.0835;0.09933333333333334;0.040999999999999995;0.01;;0.01;;0.01;0.011;0.0145;0.009333333333333334;0.004666666666666665;0.0;;0.01;;0.011;0.008;0.013;0.010666666666666666;0.0013333333333333333;0.0;;0.085;;0.093;;0.077;0.057666666666666665;0.011;0.0;-149.978999;-4.000003008;;;;;;;;;;;;-0.7583058084785625;0.6518989958787125;0.5003173964093593;0.8658420773155806;11;11;1990
combined_station_3422;;0.10835;0.13047;0.13519;;0.18147;0.17496;0.044765;0.0;;0.03935;0.04847;0.04919;;0.07246999999999999;0.05162666666666666;0.0077649999999999985;0.0;;0.01898;0.02214;0.0241;;0.0423;0.057479999999999996;0.01762;0.0;;0.012320000000000001;0.01335;0.01278;;0.01394;0.007233333333333335;0.001775;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.06858;0.06168;;0.04969;0.012023333333333336;0.0;;-39.89566218;-26.45833706;;11.55;;;;;;;17.13951492;;;-0.9813064702716093;0.19245158197082995;0.6413915482392133;-0.7672137132815764;12;10;1998
combined_station_3426;;0.11487;;0.13307;;0.15502500000000002;0.39295;0.20826;;;0.054570000000000014;;0.05997;;0.066025;0.1097;0.061926666666666665;;;0.016300000000000002;;0.01945;;0.02541;0.13731;0.06733;;;0.007390000000000002;;0.00981;;0.010085;0.017005000000000003;0.011593333333333336;;;0.00162;;0.0021000000000000003;;0.0034100000000000003;0.0050550000000000005;0.0019866666666666665;;;0.06777999999999999;;0.07364;;0.06273;0.041555;0.018096666666666667;;-39.60399551;-26.62500373;;;;;;;;;;;;-0.9778483415056569;0.209314645963048;0.6374777197893461;-0.7704687902648465;12;10;1996
combined_station_3427;;0.0567;0.038;;;0.0516;0.052499999999999984;0.0379;0.0495;;;;;;;;;;;0.01515;0.01103;;;0.014369999999999999;0.0136;0.008765;0.01279;;0.00611;0.0051600000000000005;;;0.0065;0.00571;0.004305;0.00595;;0.0;0.0;;;0.0;0.0;0.000215;0.00058;;0.00158;0.00088;;;0.0014199999999999998;0.000965;0.0009199999999999999;0.00082;-39.60399551;61.41666575;0.156395227;26.89;0.0042940009999999995;0.001524001;0.005092001;0.005068001;;;19.95269108;;;0.9829265519799822;-0.18399835165768005;0.6374777197893461;-0.7704687902648465;12;4;2001
combined_station_3429;0.069;;;;0.073;0.075;0.069;0.064;0.068;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.021;;;;0.023;0.023;0.023;0.021;0.022;0.009000000000000001;;;;0.009000000000000001;0.009000000000000001;0.009000000000000001;0.009000000000000001;0.009000000000000001;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.002;;;;0.002;0.002;0.002;0.002;0.002;-39.4789955;49.08333202;;;;;;;;;;;;0.49377555015997715;0.869589389346611;0.6357953017573852;-0.771857716333286;30;1;1997
combined_station_343;;0.121;;0.146;0.171;0.23600000000000002;0.15733333333333333;0.04766666666666666;0.021;;0.046;;0.049;0.064;0.0995;0.06366666666666666;0.012000000000000002;0.003;;0.04;;0.055;0.066;0.09;0.063;0.021333333333333333;0.01;;0.006;;0.01;0.008;0.0075;0.0033333333333333327;0.0013333333333333333;0.0;;0.005;;0.006999999999999999;0.008;0.0075;0.0026666666666666666;0.0;0.0;;0.068;;0.075;0.068;0.051;0.022;0.0026666666666666666;0.001;-149.978999;-2.50000296;;;;;;;;;;;;-0.7469720876965558;0.6648553979642859;0.5003173964093593;0.8658420773155806;12;11;1990
