combined_station;total_chla_5.0;total_chla_8.35;total_chla_13.92;total_chla_23.23;total_chla_38.75;total_chla_64.63;total_chla_107.81;total_chla_179.85;total_chla_300.0;DVchla_5.0;DVchla_8.35;DVchla_13.92;DVchla_23.23;DVchla_38.75;DVchla_64.63;DVchla_107.81;DVchla_179.85;DVchla_300.0;X19hex_5.0;X19hex_8.35;X19hex_13.92;X19hex_23.23;X19hex_38.75;X19hex_64.63;X19hex_107.81;X19hex_179.85;X19hex_300.0;fucox_5.0;fucox_8.35;fucox_13.92;fucox_23.23;fucox_38.75;fucox_64.63;fucox_107.81;fucox_179.85;fucox_300.0;perid_5.0;perid_8.35;perid_13.92;perid_23.23;perid_38.75;perid_64.63;perid_107.81;perid_179.85;perid_300.0;zeax_5.0;zeax_8.35;zeax_13.92;zeax_23.23;zeax_38.75;zeax_64.63;zeax_107.81;zeax_179.85;zeax_300.0;long_sat;lat_sat;chla_sat;sst;RRS490;RRS555;RRS443;RRS412;KD490;KDPAR;PAR;ZEU;ZHL;sin_day;cos_day;sin_long;cos_long;day;month;year
combined_station_2379;;;;0.341;;0.2865;0.254;0.1585;0.014;;;;;;;;;;;;;0.106;;0.087;0.075;0.0455;0.0085;;;;0.028;;0.0235;0.019500000000000003;0.0145;0.006;;;;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.43732964;31.20833145;;;;;;;;;;;;0.7583058084785624;0.6518989958787126;0.9021138497002018;-0.431498090585673;19;2;1992
combined_station_238;0.046;;;;0.07200000000000001;0.1;0.21533333333333332;0.13874999999999998;0.039;;;;;;;;;;0.006;;;;0.01;0.014;0.039;0.0255;0.012;0.004;;;;0.005;0.006999999999999999;0.005333333333333333;0.0032500000000000003;0.002;;;;;0.001;0.002;0.0016666666666666668;0.0015;;0.029;;;;0.047;0.05;0.042;0.01525;0.002;-158.020666;22.79166452;;;;;;;;;;;;-0.8064799463209447;-0.5912614448635782;0.3742721433491307;0.9273189110078839;25;8;1989
combined_station_2380;;;;0.22;;0.26149999999999995;0.247;0.1195;0.004;;;;;;;;;;;;;0.069;;0.07849999999999999;0.07150000000000001;0.03675;0.003;;;;0.011;;0.012;0.013999999999999999;0.0057500000000000025;0.0;;;;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.43732964;31.7916648;;;;;;;;;;;;0.9741004551724205;0.22611568550828828;0.9021138497002018;-0.431498090585673;19;3;1993
combined_station_2381;;;0.026;0.042;;0.109;0.07266666666666666;0.012333333333333337;;;;;;;;;;;;;0.013;0.014;;0.025;0.027;0.009333333333333334;;;;0.003;0.003;;0.0;0.0;0.0;;;;0.0;0.0;;0.0;0.0;0.0;;;;0.015;0.02;;0.036000000000000004;0.01933333333333333;0.0013333333333333333;;-64.43732964;31.87499814;;;;;;;;;;;;-0.20510449986861926;0.9787400799669153;0.9021138497002018;-0.431498090585673;19;12;1990
combined_station_239;;0.121;;;0.1165;0.107;0.264;0.29900000000000004;;;0.042;;;0.045;0.039;0.1005;0.0485;;;0.011;;;0.011;0.013;0.0325;0.04225;;;0.002;;;0.002;0.002;0.0065;0.008;;;0.001;;;0.001;0.001;0.002;0.001;;;0.075;;;0.0775;0.077;0.08299999999999999;0.02775;;-158.020666;22.79166452;0.08171146900000001;22.86333333;0.006498802;0.001609601;0.010184295;0.013810858;0.031398244;0.055404775;47.57359441;97.72485352;36.0981102;-0.9951053111006974;-0.09882013873287211;0.3742721433491307;0.9273189110078839;25;9;1997
combined_station_240;;0.232;;;0.246;0.2675;0.268;0.2234;;;0.084;;;0.091;0.0975;0.09866666666666668;0.07840000000000001;;;0.022;;;0.023;0.026;0.02633333333333333;0.0268;;;0.006;;;0.006;0.0065;0.006000000000000001;0.0054;;;0.001;;;0.001;0.001;0.001;0.0008;;;0.056;;;0.057;0.0615;0.05533333333333334;0.0216;;-158.020666;22.79166452;0.063004629;23.24;;;;;;;37.84806569;;;0.4327755925504312;0.901501684131884;0.3742721433491307;0.9273189110078839;26;1;2006
combined_station_2408;;;0.06;0.066;;0.174;0.42700000000000005;0.05100000000000001;0.001;;;;;;;;;;;;0.014;0.016;;0.0285;0.1065;0.02066666666666667;0.0005;;;0.003;0.004;;0.0045000000000000005;0.024;0.003333333333333334;0.0;;;0.004;0.001;;0.0055;0.0055;0.001;0.0;;;;;;;;;;-64.39566297;31.5416648;0.11870007199999999;;;;;;;;37.18375301;;;-0.9796136916454901;-0.20089055513063528;0.9017998168948825;-0.43215401218588295;19;9;1998
combined_station_2409;;0.043;;0.048;;0.07;0.277;0.044333333333333336;0.0015;;;;;;;;;;;0.009000000000000001;;0.015;;0.023;0.07333333333333335;0.010666666666666666;0.0;;0.0;;0.004;;0.0035;0.012666666666666666;0.0026666666666666666;0.0;;0.0;;0.002;;0.0015;0.004333333333333334;0.0;0.0;;;;;;;;;;-64.39566297;31.58333146;;;;;;;;;;;;0.6680638642135338;-0.7441039398713604;0.9017998168948825;-0.43215401218588295;19;5;1992
combined_station_241;0.121;;;;0.134;0.174;0.31866666666666665;0.3432000000000001;;0.029;;;;0.034;0.044;0.08733333333333332;0.0866;;0.017;;;;0.019;0.029;0.05466666666666667;0.08439999999999999;;0.006999999999999999;;;;0.008;0.009000000000000001;0.010000000000000002;0.0132;;0.001;;;;0.001;0.002;0.0030000000000000005;0.0020000000000000005;;0.092;;;;;;0.087;0.0504;;-158.020666;22.79166452;;11.09;;;;;;;25.09166479;;;0.831170626365808;0.5560174366570445;0.3742721433491307;0.9273189110078839;26;2;2004
combined_station_2410;;;;0.03;;0.0615;0.239;0.15266666666666667;0.0;;;;;;;;;;;;;0.011;;0.0245;0.117;0.053;0.0;;;;0.0;;0.005;0.012;0.007666666666666665;0.0;;;;0.0;;0.0;0.0;0.003666666666666667;0.0;;;;0.01;;0.02;0.0465;0.013666666666666669;0.0;-64.39566297;31.87499814;;;;;;;;;;;;0.6807734094770165;-0.7324940716135786;0.9017998168948825;-0.43215401218588295;19;5;1990
combined_station_2411;;;;0.093;;0.0985;0.15466666666666665;0.07933333333333334;0.0015;;;;;;;;;;;;;0.021;;0.0235;0.04466666666666667;0.028999999999999998;0.0005;;;;0.006;;0.006;0.004333333333333334;0.0023333333333333327;0.0;;;;0.0;;0.002;0.0;0.0;0.0;;;;0.029;;0.028;0.02366666666666667;0.007333333333333334;0.0;-64.39566297;31.91666481;;;;;;;;;;;;0.3212696616923644;0.9469877530760753;0.9017998168948825;-0.43215401218588295;19;1;1990
combined_station_2414;;;;2.7629;1.8866;1.4309;;;;;;;;;;;;;;;;0.0158;0.09775;0.1462;;;;;;;;0.61165;0.4495;;;;;;;0.0;0.0;0.0;;;;;;;0.0281;0.015899999999999997;0.0;;;;-64.3539963;-48.79167111;;;;;;;;;;;;0.2051044998686192;0.9787400799669153;0.9014853071729569;-0.4328097052415523;12;1;1995
combined_station_2415;0.162;;0.173;0.188;;0.1775;0.1755;0.168;0.15799999999999995;;;;;;;;;;0.044;;0.051;0.053;;0.052500000000000005;0.0495;0.047000000000000014;0.0465;0.014;;0.014;0.019;;0.0135;0.0165;0.017;0.0135;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.3539963;31.41666479;;;;;;;;;;;;0.9741004551724205;0.22611568550828828;0.9014853071729569;-0.4328097052415523;19;3;1994
combined_station_2416;0.094;;;0.125;;0.28600000000000003;0.053;0.06;;;;;;;;;;;0.04;;;0.052000000000000005;;0.121;0.029;0.03;;0.006999999999999999;;;0.008;;0.0155;0.006;0.01;;0.004;;;0.006999999999999999;;0.0085;0.0015;0.0;;0.02;;;0.026;;0.0255;0.0025;0.003;;-64.3539963;31.45833146;;;;;;;;;;;;0.6807734094770165;-0.7324940716135786;0.9014853071729569;-0.4328097052415523;19;5;1995
combined_station_2417;;;;0.052000000000000005;;0.0865;0.19699999999999998;0.0505;0.006999999999999999;;;;;;;;;;;;;0.014;;0.0225;0.0635;0.019750000000000004;0.003;;;;0.008;;0.0095;0.0055;0.003;0.0015;;;;0.0;;0.001;0.0015;0.0;0.0;;;;;;;;;;-64.3539963;31.6666648;;;;;;;;;;;;0.9483615800121716;-0.3171912885891059;0.9014853071729569;-0.4328097052415523;19;4;1992
combined_station_2418;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;;0.0;-64.3539963;31.87499814;;;;;;;;;;;;-0.20510449986861926;0.9787400799669153;0.9014853071729569;-0.4328097052415523;19;12;1990
combined_station_242;;0.07;;;0.091;0.112;0.253;0.11900000000000001;0.035;;;;;;;;;;;0.01;;;0.013;0.018000000000000002;0.044000000000000004;0.0235;0.013;;0.012;;;0.012;0.014;0.008;0.0055;0.003;;;;;0.002;0.004;0.002;;;;0.052000000000000005;;;0.061;0.052000000000000005;0.048;0.0115;0.002;-158.020666;22.79166452;;;;;;;;;;;;-0.40935595881562153;-0.9123747579707273;0.3742721433491307;0.9273189110078839;26;7;1990
combined_station_2426;0.038;;;0.032;;0.0485;0.132;0.257;;;;;;;;;;;0.013;;;0.011;;0.0145;0.034;0.054999999999999986;;0.002;;;0.002;;0.0025;0.004;0.006;;0.002;;;0.001;;0.0025;0.0045000000000000005;0.003;;;;;;;;;;;-64.31232963;31.16666478;0.030760443;20.13666667;0.006998321;0.001443071;0.012251828999999999;0.015318802;0.024128931;0.037439957;59.16316414;131.989212;53.42399216;0.21352091543979612;-0.9769384927771817;0.9011703207007533;-0.4334651694059183;19;6;1999
combined_station_2427;;;;;;0.073;0.203;0.077;;;;;;;;;;;;;;;;0.024;0.084;0.0335;;;;;;;0.004;0.0075;0.0035;;;;;;;0.0025;0.0025;0.001;;;;;;;0.033;0.043;0.006500000000000001;;-64.31232963;31.16666478;;;;;;;0.027085351;0.045498705999999986;46.43790817;115.2355423;43.95796585;-0.9829265519799822;-0.18399835165767986;0.9011703207007533;-0.4334651694059183;20;9;2006
combined_station_2428;;;;0.093;;0.09;0.18466666666666667;0.101;0.0045000000000000005;;;;;;;;;;;;;0.02;;0.022000000000000002;0.054000000000000006;0.028999999999999998;0.0025;;;;0.006;;0.003;0.011666666666666669;0.004;0.0;;;;0.0;;0.0;0.0023333333333333327;0.0;0.0;;;;;;;;;;-64.31232963;31.29166479;;;;;;;;;;;;-0.6486295610349818;0.7611042586607742;0.9011703207007533;-0.4334651694059183;19;11;1992
combined_station_2429;;;;0.058;;0.107;0.163;0.011333333333333334;0.0;;;;;;;;;;;;;0.019;;0.034;0.046000000000000006;0.005333333333333333;0.0;;;;0.005;;0.015500000000000003;0.011333333333333334;0.0030000000000000005;0.0;;;;0.0;;0.0;0.0030000000000000005;0.0;0.0;;;;;;;;;;-64.31232963;31.45833146;;;;;;;;;;;;0.19667288979357647;-0.980469160361632;0.9011703207007533;-0.4334651694059183;19;6;1992
combined_station_243;;0.145;;;0.14800000000000002;0.253;0.2515;0.16225;0.01;;0.056;;;0.057;0.08900000000000001;0.0785;0.054750000000000014;0.005;;0.015;;;0.016;0.0285;0.035;0.0235;0.001;;0.006999999999999999;;;0.008;0.014;0.0045000000000000005;0.00275;0.0;;;;;;;;;;;0.048;;;0.047;0.053500000000000006;0.0275;0.012;0.0;-158.020666;22.79166452;;;;;;;;;;;;-0.40935595881562153;-0.9123747579707273;0.3742721433491307;0.9273189110078839;26;7;1994
combined_station_2430;0.105;;0.098;0.101;;0.325;0.117;0.01833333333333333;0.0005;;;;;;;;;;0.04;;0.041;0.041;;0.1265;0.0455;0.012666666666666666;0.0;0.006;;0.006;0.006;;0.0115;0.0035;0.0003333333333333333;0.0;0.001;;0.001;0.001;;0.0035;0.0015;0.0;0.0;0.01;;0.01;0.01;;0.027999999999999997;0.008;0.0003333333333333333;0.0;-64.31232963;31.6666648;;;;;;;;;;;;0.9483615800121716;-0.3171912885891059;0.9011703207007533;-0.4334651694059183;19;4;1996
combined_station_2431;0.071;;0.075;0.058;;0.262;0.2675;0.015;0.0035;;;;;;;;;;0.02;;0.019;0.021;;0.0695;0.07750000000000001;0.005;0.0;0.015;;0.016;0.014;;0.0445;0.045;0.003;0.0;0.002;;0.0;0.0;;0.0035;0.0;0.0;0.0;;;;;;;;;;-64.31232963;31.74999814;;;;;;;;;;;;0.6807734094770165;-0.7324940716135786;0.9011703207007533;-0.4334651694059183;19;5;1993
combined_station_2432;;;0.182;0.201;;0.21600000000000005;0.1895;0.025;0.0;;;;;;;;;;;;0.049;0.052000000000000005;;0.057;0.056;0.01;0.0;;;0.006;0.005;;0.0075;0.0055;0.001;0.0;;;0.0;0.002;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.31232963;31.83333147;;;;;;;;;;;;0.7583058084785624;0.6518989958787126;0.9011703207007533;-0.4334651694059183;19;2;1993
combined_station_2433;;;;0.138;;0.1465;0.1725;0.15025;0.0115;;;;;;;;;;;;;0.038;;0.0455;0.0425;0.04675;0.0095;;;;0.003;;0.004;0.0055;0.0045000000000000005;0.0;;;;0.0;;0.0025;0.001;0.0;0.0;;;;0.038;;0.034;0.033;0.019250000000000003;0.0;-64.31232963;31.99999814;;;;;;;;;;;;0.7583058084785624;0.6518989958787126;0.9011703207007533;-0.4334651694059183;19;2;1990
combined_station_244;0.171;;;;0.118;0.2705;0.449;0.1788;;0.057;;;;0.04;0.0975;;0.0546;;0.023;;;;0.016;0.0345;0.06633333333333334;0.032199999999999986;;0.006;;;;0.004;0.0065;0.009333333333333334;0.0072000000000000015;;0.001;;;;0.001;0.001;0.0016666666666666668;0.0002;;0.076;;;;0.053;0.0855;0.06333333333333334;0.0186;;-158.020666;22.79166452;0.066679515;17.23;;;;;0.029204672;0.050593153;25.23741531;105.8152618;39.53104019;-0.5667017562911177;0.8239230057575542;0.3742721433491307;0.9273189110078839;26;11;2002
combined_station_2443;0.043;;0.044;0.042;;0.07400000000000001;0.1335;0.05033333333333333;0.0025;;;;;;;;;;0.006;;0.006;0.006999999999999999;;0.011000000000000001;0.042;0.006333333333333333;0.0005;0.003;;0.003;0.003;;0.004;0.013999999999999999;0.0036666666666666666;0.0005;0.001;;0.001;0.001;;0.003;0.0035;0.0013333333333333333;0.0005;;;;;;;;;;-64.27066296;31.62499813;0.076787118;24.885;0.005948259;0.00141073;0.009170011;0.011002245;0.030821428;0.054179262;60.15630722;99.71398163;36.91487503;0.19667288979357647;-0.980469160361632;0.9008548576448524;-0.4341204043323381;20;6;2002
combined_station_2444;0.031;;0.034;0.04;;0.07400000000000001;0.253;0.202;0.001;;;;;;;;;;0.005;;0.006;0.006;;0.012;0.0345;0.030333333333333337;0.0;0.002;;0.003;0.003;;0.004;0.0065;0.005333333333333333;0.0;0.001;;0.001;0.002;;0.002;0.003;0.001;0.0;0.006;;0.006;0.006999999999999999;;0.0215;0.051;0.004666666666666665;0.0;-64.27066296;31.62499813;0.093116604;26.76;;;;;;;39.09945488;;;-0.31310704093582625;-0.9497178427914318;0.9008548576448524;-0.4341204043323381;20;7;2003
combined_station_2445;;;0.117;0.197;;0.179;0.193;0.08833333333333332;0.0095;;;;;;;;;;;;0.025;0.066;;0.053500000000000006;0.0625;0.027999999999999997;0.002;;;0.012;0.029;;0.027000000000000003;0.026500000000000003;0.01;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.27066296;31.6666648;;;;;;;;;;;;0.9536809966304456;-0.30081980763566757;0.9008548576448524;-0.4341204043323381;19;4;1991
combined_station_2446;;;0.039;0.043;;0.081;0.2405;0.125;0.0055;;;;;;;;;;;;0.01;0.001;;0.0165;0.052000000000000005;0.02733333333333333;0.002;;;0.001;0.001;;0.002;0.006;0.006333333333333334;0.0;;;0.001;0.001;;0.001;0.001;0.0;0.0;;;0.017;0.018000000000000002;;0.0245;0.031;0.008;0.0;-64.27066296;31.6666648;;;;;;;;;;;;-0.9510565162951536;0.30901699437494723;0.9008548576448524;-0.4341204043323381;19;10;1995
combined_station_2447;;;0.06;0.062;;0.092;0.217;0.12966666666666665;0.0125;;;;;;;;;;;;0.015;0.013;;0.0205;0.044;0.03366666666666667;0.008;;;0.01;0.003;;0.0045000000000000005;0.0065;0.005;0.0;;;0.0;0.0;;0.003;0.0;0.0;0.0;;;;;;;;;;-64.27066296;31.70833147;;;;;;;;;;;;-0.6616346182422783;0.7498264012045686;0.9008548576448524;-0.4341204043323381;19;11;1993
combined_station_2448;;;0.374;0.243;;0.34950000000000003;0.4315;0.115;0.004;;;;;;;;;;;;0.049;0.053;;0.057;0.055;0.018000000000000002;0.002;;;0.006;0.006;;0.006;0.006;0.0023333333333333327;0.0;;;0.002;0.001;;0.0015;0.0015;0.0003333333333333333;0.0;;;;;;;;;;-64.27066296;31.70833147;;21.38;;;;;;;22.65998459;;;-0.20510449986861926;0.9787400799669153;0.9008548576448524;-0.4341204043323381;19;12;1997
combined_station_2449;0.045;;0.045;0.033;;0.075;0.1975;0.09833333333333333;0.002;;;;;;;;;;0.013;;0.013;0.012;;0.027500000000000004;0.0915;0.04066666666666667;0.001;0.003;;0.003;0.002;;0.0045000000000000005;0.009000000000000001;0.004666666666666667;0.001;0.001;;0.001;0.001;;0.0015;0.0015;0.001;0.001;0.014;;0.012;0.009000000000000001;;0.028500000000000008;0.031000000000000007;0.004;0.001;-64.27066296;31.7916648;0.056390579;23.2;0.006522251999999999;0.0013653029999999998;0.009639471;0.011252293;0.029266938;0.050608514;62.55335236;106.021389;39.73298836;0.19667288979357647;-0.980469160361632;0.9008548576448524;-0.4341204043323381;20;6;2006
combined_station_245;0.106;;;;0.108;0.133;0.2173333333333333;0.2526;;0.032;;;;0.032;0.0405;0.07833333333333332;0.059;;0.012;;;;0.013;0.0205;0.03033333333333333;0.054200000000000005;;0.008;;;;0.008;0.0085;0.006000000000000001;0.0092;;0.001;;;;0.001;0.001;0.0006666666666666666;0.0012;;0.062;;;;0.066;0.07150000000000001;0.06733333333333333;0.029800000000000007;;-158.020666;22.79166452;0.045640919;22.97;0.005613133;0.001297021;0.008327036999999999;0.010584004;;;;;;0.8406184056344782;0.5416278206559814;0.3742721433491307;0.9273189110078839;27;2;2003
combined_station_246;;0.104;;;0.113;0.093;0.32;0.214;;;0.034;;;0.039;0.027000000000000003;0.078;0.06999999999999999;;;0.012;;;0.012;0.02;0.0475;0.052333333333333336;;;0.006999999999999999;;;0.006999999999999999;0.005;0.0105;0.009000000000000001;;;0.001;;;0.001;0.0;0.0015;0.0006666666666666666;;;0.065;;;0.076;0.063;0.0775;0.02233333333333333;;-158.020666;22.79166452;0.078627855;22.03333333;0.006243996999999999;0.001691279;0.009454045;0.012412721000000002;0.032695711;0.05806746700000001;54.90800858;93.5681076;34.44351196;0.895839290734909;-0.4443781781046132;0.3742721433491307;0.9273189110078839;27;4;2000
combined_station_2460;0.063;;0.065;0.067;;0.117;0.3105;0.01966666666666667;0.001;;;;;;;;;;0.012;;0.013;0.017;;0.03;0.117;0.007666666666666665;0.0;0.004;;0.005;0.005;;0.0055;0.017;0.0016666666666666668;0.0;0.0;;0.001;0.001;;0.0015;0.0015;0.0;0.0;0.024;;0.025;0.022;;0.03;0.015499999999999996;0.0003333333333333333;0.0;-64.2289963;31.58333146;;;;;;;;;;;;-0.31310704093582625;-0.9497178427914318;0.9005389182479694;-0.4347754095171173;19;7;1996
combined_station_2461;;;0.077;0.077;;0.1605;0.29400000000000004;0.057;0.005;;;;;;;;;;;;0.016;0.017;;0.038000000000000006;0.0875;0.019666666666666662;0.0;;;0.004;0.004;;0.0035;0.0045000000000000005;0.0013333333333333333;0.0;;;0.0;0.0;;0.001;0.001;0.0003333333333333333;0.0;;;;;;;;;;-64.2289963;31.62499813;;;;;;;;;;;;0.7583058084785624;0.6518989958787126;0.9005389182479694;-0.4347754095171173;19;2;1997
combined_station_2462;0.047;;0.073;0.068;;0.7164999999999999;0.3025;0.06633333333333334;0.033;;;;;;;;;;0.015;;0.022;0.023;;0.14;0.1305;0.02233333333333333;0.006999999999999999;0.006999999999999999;;0.011;0.012;;0.033;0.032;0.01966666666666667;0.016;0.001;;0.001;0.001;;0.005;0.005;0.002;0.001;0.011;;0.013;0.011;;0.051;0.0055000000000000005;0.0013333333333333333;0.001;-64.2289963;31.62499813;;;;;;;;;;;;0.9483615800121716;-0.3171912885891059;0.9005389182479694;-0.4347754095171173;19;4;1996
combined_station_2463;0.029;;0.038;0.038;;0.056000000000000015;0.2685;0.101;0.0045000000000000005;;;;;;;;;;0.006999999999999999;;0.01;0.012;;0.0175;0.0645;0.03233333333333333;0.002;0.002;;0.002;0.002;;0.003;0.013000000000000001;0.006666666666666667;0.0;0.0;;0.001;0.0;;0.001;0.0015;0.0;0.0;0.01;;0.012;0.01;;0.0125;0.038000000000000006;0.005;0.0;-64.2289963;31.62499813;;;;;;;;;;;;-0.9796136916454901;-0.20089055513063528;0.9005389182479694;-0.4347754095171173;19;9;1995
combined_station_2464;0.4;;0.401;;0.408;0.426;0.297;0.32433333333333336;0.1405;;;;;;;;;;0.048;;0.0495;;0.049;0.054000000000000006;0.0365;0.040999999999999995;0.02;0.013;;0.0135;;0.011;0.012;0.008;0.008333333333333333;0.0045000000000000005;0.003;;0.0035;;0.003;0.004;0.0015;0.0030000000000000005;0.0015;0.043;;0.0435;;0.041;0.04;0.037500000000000006;0.029666666666666664;0.010000000000000002;-64.2289963;31.62499813;0.154298559;16.005;;;;;;;35.53691483;;;0.7694148268839378;0.6387494220515272;0.9005389182479694;-0.4347754095171173;20;2;2002
combined_station_2465;0.227;;0.208;0.21600000000000005;;0.21600000000000003;0.25449999999999995;0.162;0.0675;;;;;;;;;;0.035;;0.037000000000000005;0.036000000000000004;;0.036500000000000005;0.036500000000000005;0.02;0.0095;0.006;;0.006;0.005;;0.005;0.0085;0.005666666666666667;0.002;0.001;;0.001;0.001;;0.001;0.002;0.0016666666666666668;0.001;;;;;;;;;;-64.2289963;31.62499813;;;;;;;;;26.08488655;;;0.9778483415056568;0.2093146459630487;0.9005389182479694;-0.4347754095171173;20;3;2001
combined_station_2466;0.1;;0.095;0.08900000000000001;;0.22450000000000006;0.1045;0.010999999999999998;0.001;;;;;;;;;;0.032;;0.033;0.032;;0.0855;0.056000000000000015;0.006000000000000001;0.0;0.009000000000000001;;0.008;0.009000000000000001;;0.016;0.018000000000000002;0.0026666666666666666;0.0005;0.0;;0.002;0.003;;0.0055;0.004;0.0;0.0;;;;;;;;;;-64.2289963;31.62499813;0.12514281300000002;14.775;;;;;;;44.85965983;;;0.9427611433904207;-0.3334687789181868;0.9005389182479694;-0.4347754095171173;20;4;2000
combined_station_2467;0.0;;0.154;0.14800000000000002;;0.152;0.335;0.15633333333333335;0.0025;;;;;;;;;;0.0;;0.017;0.016;;0.016;0.036000000000000004;0.01833333333333333;0.0005;0.0;;0.006;0.006;;0.005;0.006999999999999999;0.004;0.0;0.0;;0.002;0.002;;0.002;0.0025;0.0003333333333333333;0.0;;;0.032;0.032;;0.0325;0.068;0.013333333333333336;0.0;-64.2289963;31.62499813;;9.06;;;;;;;13.22872027;;;-0.1882267098432448;0.9821256058680005;0.9005389182479694;-0.4347754095171173;20;12;2003
combined_station_2468;;;;0.244;0.297;0.279;0.223;0.18966666666666668;0.021666666666666667;;;;;;;;;;;;;0.051;0.067;0.059;0.051;0.04766666666666667;0.004666666666666665;;;;0.022;0.024;0.023;0.019000000000000003;0.013999999999999999;0.0026666666666666666;;;;0.001;0.001;0.002;0.0;0.0;0.0;;;;;;;;;;-64.2289963;31.6666648;;;;;;;;;;;;0.3212696616923644;0.9469877530760753;0.9005389182479694;-0.4347754095171173;19;1;1992
combined_station_2469;;;0.14300000000000002;0.141;;0.146;0.1625;0.09900000000000002;0.0035;;;;;;;;;;;;0.029;0.031;;0.0315;0.032;0.02666666666666667;0.0025;;;0.005;0.006;;0.0035;0.005;0.002;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;-64.2289963;31.6666648;;;;;;;;;;;;0.3212696616923644;0.9469877530760753;0.9005389182479694;-0.4347754095171173;19;1;1994
combined_station_247;;0.08199999999999999;;;0.08199999999999999;0.123;0.3033333333333333;0.252;;;0.023;;;0.021;0.033;0.08766666666666667;0.073;;;0.006999999999999999;;;0.009000000000000001;0.0155;0.058333333333333334;0.0516;;;0.005;;;0.006;0.0085;0.012000000000000002;0.0094;;;0.001;;;0.001;0.002;0.0023333333333333327;0.0012;;;0.042;;;0.047;0.054000000000000006;0.055;0.0206;;-158.020666;22.79166452;0.045258278;20.54666667;0.006433874;0.00149067;0.009815085;0.01318799;0.02928804;0.050783381;58.44161224;105.48188020000002;39.38393021;0.5737722679043249;-0.8190148866680798;0.3742721433491307;0.9273189110078839;27;5;2006
combined_station_2470;;;0.282;0.29100000000000004;;0.2995;0.28500000000000003;0.04366666666666666;0.001;;;;;;;;;;;;0.079;0.081;;0.08800000000000001;0.083;0.01633333333333334;0.0;;;0.008;0.006999999999999999;;0.0075;0.0065;0.0013333333333333333;0.0;;;0.001;0.002;;0.002;0.001;0.0;0.0;;;;;;;;;;-64.2289963;31.6666648;;;;;;;;;;;;0.3212696616923644;0.9469877530760753;0.9005389182479694;-0.4347754095171173;19;1;1997
combined_station_2471;0.057;;0.057;0.061;;0.098;0.25;0.076;0.004;;;;;;;;;;0.015;;0.015;0.017;;0.0285;0.0625;0.02633333333333333;0.0015;0.004;;0.004;0.004;;0.0045000000000000005;0.0055;0.0023333333333333327;0.0;0.0;;0.001;0.001;;0.0005;0.0015;0.0003333333333333333;0.0;;;;;;;;;;-64.2289963;31.6666648;;;;;;;;;;;;0.7583058084785624;0.6518989958787126;0.9005389182479694;-0.4347754095171173;19;2;1997
combined_station_2472;0.053;;0.051;0.049;;0.133;0.3325;0.07933333333333333;0.01;;;;;;;;;;0.013;;0.013;0.013;;0.022;0.076;0.02033333333333333;0.006500000000000001;0.004;;0.004;0.003;;0.0045000000000000005;0.0165;0.014666666666666666;0.0005;0.001;;0.002;0.001;;0.001;0.0035;0.0006666666666666666;0.0;;;;;;;;;;-64.2289963;31.6666648;0.09831621199999999;22.16;;;;;;;58.44275411;;;0.6807734094770165;-0.7324940716135786;0.9005389182479694;-0.4347754095171173;19;5;1999
combined_station_2473;0.062;;0.066;0.076;;0.136;0.281;0.113;0.006;;;;;;;;;;0.018000000000000002;;0.02;0.022;;0.038000000000000006;0.093;0.0355;0.004;0.005;;0.004;0.005;;0.011;0.037000000000000005;0.018000000000000002;0.001;0.0;;0.002;0.002;;0.0025;0.006;0.0;0.0;0.008;;0.008;0.014;;0.03;0.036000000000000004;0.0;0.0;-64.2289963;31.6666648;;;;;;;;;;;;-0.2967128192734901;-0.9549667548552553;0.9005389182479694;-0.4347754095171173;19;7;1995
combined_station_2474;0.034;;0.064;0.04;;0.07200000000000001;0.251;0.09066666666666667;0.001;;;;;;;;;;0.012;;0.019;0.015;;0.0215;0.0655;0.027000000000000003;0.0005;0.002;;0.004;0.002;;0.004;0.011000000000000001;0.006000000000000001;0.0;0.001;;0.003;0.002;;0.006;0.009000000000000001;0.0003333333333333333;0.0;;;;;;;;;;-64.2289963;31.6666648;0.05291184;12.84;;;;;;;46.10943031;;;-0.7412220108485954;-0.6712599575675318;0.9005389182479694;-0.4347754095171173;19;8;1998
combined_station_2475;;;0.053;0.053;;0.094;0.25;0.14766666666666667;0.0035;;;;;;;;;;;;0.012;0.012;;0.022000000000000002;0.0455;0.036333333333333336;0.001;;;0.004;0.004;;0.0045000000000000005;0.0045000000000000005;0.007333333333333333;0.0;;;0.0;0.0;;0.0;0.0;0.001;0.0;;;0.021;0.025;;0.0345;0.047;0.00933333333333333;0.0;-64.2289963;31.6666648;;;;;;;;;;;;-0.9796136916454901;-0.20089055513063528;0.9005389182479694;-0.4347754095171173;19;9;1994
